URL,ID,Date,Author,Comment
,455,"Mar 1, 2016",murraybob1,"@illustrator @murraybob1  And there we go, full circle.  Threats.  Just like black lives matter.  Socialism always ends up at the end of a barrel of a gun."
,456,"Mar 1, 2016",jbobdotspit,It's history. It tends to repeat itself
,457,"Mar 1, 2016",illustrator,"@jbobdotspit As Marie here will discover, to his utter astonishment. "
,458,"Mar 1, 2016",ApenPace,@illustrator @murraybob1 typical response from those who don't want to work for anything.
,459,"Mar 1, 2016",shellackobama,"What is wrong with wanting to keep most of the money you earn?
Why is that bad?"
,460,"Mar 1, 2016",jbobdotspit,Ask Louis XIV
,461,"Mar 1, 2016",ApenPace,"@jbobdotspit weird reply at best.. but Louis XIV got his wealth from taxes, like most royalty"
,462,"Mar 1, 2016",illustrator,"@shellackobama Depends on how much you make, and whose back you made it off of. This country does not run on air- it needs money to maintain the infrastructure you use to make money, to maintain the military that keeps you safe to make that money, and to provide the standard of living that allows you to continue to earn. 

If you've rigged the game so that you make waaaay more than the average Joe by outsourcing that Joe's jobs and buying a senator, then you need to come clean and pay waaay more to compensate for the damage you've done by taking that money out of circulation.

That's what Bernie wants to do- level the playing feild like it was in the 50's."
,463,"Mar 1, 2016",fredkelly,"@illustrator @shellackobama So...if a company outsources a job because of onerous US taxes and regulations, then it's the responsibility of that company to surrender more of its gains to the government that enacted those same taxes and regulations? Do you see a potential problem here?"
,464,"Mar 1, 2016",whitey_mcwhite2,"@illustrator @shellackobama So in your words, ""This country does not run on air- it needs money to maintain the infrastructure you use to make money, to maintain the military that keeps you safe to make that money, and to provide the standard of living that allows you to continue to earn"", everyone uses the same amount from government.

No single person uses more of the military, or necessarily more of the infrastructure than another (one could argue in fact that those with more, use less infrastructure, such as not using government assistance payments, the EIC, etc.

With that being said, then clearly you'd agree that every single person should pay the exact same amount of money each year to fund the federal government, right?"
,465,"Mar 1, 2016",susan1,@illustrator @shellackobama Old Bernie needs to start with the Politicians that do insider trading and become millionares when they leave office.  You think old Bernie has money in the bank?? I just cannot believe people are so stupid.
,466,"Mar 1, 2016",Sharmal,@shellackobama because we are humans and christians. 
,467,"Mar 2, 2016",JonathanPi,"@Sharmal @shellackobama Nothing wrong with wanting to keep most of our money.  Christians are called to look after the affairs of their own home, ensure that they leave an inheritance to their children, and tithe.  After that is taken care of, they should be helping the windows and orphans, and other people down on their luck.

That is what the should do.  A lot of people out there pretending to be Christians, or just plain oblivious cause they think they are Christians, that don't do it. "
,468,"Mar 1, 2016",mikekley,@shellackobama It's not. They just want to make you think it is bad. Guilt is another of the weapons they use to make you see their side. 
,469,"Mar 1, 2016",shellackobama,"Clinton's messing with the CRA was they key to the housing collapse. By removing risk from the market, the government made loans readily available to just about everyone. Demand went up, and so did home prices."
,470,"Mar 1, 2016",illustrator,@shellackobama No doubt. But remember that that legislation originated with the GOP.
,471,"Mar 1, 2016",montanabelle,@illustrator @shellackobama  It started in the Carter administration and was then mandated by  the Clinton admin. Telling the mortgage co's to ignore a person's income....or lack thereof.
,472,"Mar 1, 2016",susan1,@illustrator @shellackobama Now that is a lie.
,473,"Mar 1, 2016",fredkelly,"In 1997, President Clinton signed the Taxpayer Relief Act which allowed people to avoid taxes on the first $250,000 of gain on a house sale. This caused a rush of ""property investors"" which in turn inflated property values. Legislators then passed a series of laws that allowed mortgage lending to unqualified applicants.
So, we ended up with hyper-inflated property values on homes owned by people who had no business taking out a mortgage. This is one example of what can happen when the government meddles with a free market economy."
,474,"Mar 1, 2016",SB117,"@fredkelly
...what? You're describing what happens when the government stops meddling in a small portion of the economy."
,475,"Mar 1, 2016",shellackobama,False. It was Fannie and Freddie and their guaranteed loans that should never have been created.
,476,"Mar 1, 2016",fredkelly,"@SB117 @fredkelly No, it was an attempt to encourage home ownership as a means of wealth creation. ""Everyone deserves a home"", was the mantra. It was social engineering through regulation."
,477,"Mar 1, 2016",SB117,"@fredkelly @SB117
Right, by decreasing government involvement (taxes) and decreasing government regulation (laws on mortgage lending)."
,478,"Mar 1, 2016",shellackobama,"Exactly. The law of unintended consequences.
Capitalism would have kept home prices in line with demand. The government broke the system in order to fix it."
,479,"Mar 1, 2016",illustrator,@shellackobama The government broke the system in order to pay off it's campaign contributors on Wall Street. 
,480,"Mar 1, 2016",Sharmal,@fredkelly Looks like bill was originated from republicans. John Kasich to be precise. 
,481,"Mar 1, 2016",shellackobama,Oh please.
,482,"Mar 1, 2016",montanabelle,@Sharmal @fredkelly  Jimmy Carter
,483,"Mar 1, 2016",susan1,"@Sharmal @fredkelly How young are you, you go back to Kasich for your facts.   Give us a break!"
,484,"Mar 1, 2016",shellackobama,"The average tax rate for working middle class in Europes socialist nations is above 50%
For substandard rationed medical care and some of the highest violent crime rates in the world.
But hey, they have them high speed trains that they can't afford to use because their take home pay is so small."
,485,"Mar 1, 2016",RepubsBuiltThat,Why won't one of you just go and shoot Bernie? Save America from potential socialism and all that
,486,"Mar 1, 2016",bizdoc,@RepubsBuiltThat Id rather educate people that Socialism is bad.
,487,"Mar 1, 2016",RepubsBuiltThat,@bizdoc @RepubsBuiltThat  America's education system is a form of socialism.
,488,"Mar 1, 2016",shellackobama,Nope. Wrong again.
,489,"Mar 1, 2016",bizdoc,@RepubsBuiltThat @bizdoc No it isnt. Look up the definition.
,490,"Mar 1, 2016",jsmith110,@bizdoc @RepubsBuiltThat  It's Democratic socialism.
,491,"Mar 1, 2016",RepubsBuiltThat,@jsmith110 @bizdoc @RepubsBuiltThat  so go save America from socialism with your guns
,492,"Mar 1, 2016",bizdoc,@RepubsBuiltThat @jsmith110 @bizdoc We will if necessary.
,493,"Mar 1, 2016",bizdoc,@jsmith110 @bizdoc @RepubsBuiltThat That is an oxymoron term. The two are in conflict with one another.
,494,"Mar 1, 2016",jsmith110,"@bizdoc @jsmith110 @RepubsBuiltThat  No it's not.
A lot of European countries are humming along just fine."
,495,"Mar 1, 2016",bizdoc,"@jsmith110 @bizdoc @RepubsBuiltThat We are nothing like Europe. We dont have their culture, their homogenous population and our history is much different. Like putting a square peg in a round hole. We were FOUNDED on freedom and capitalism. Not Socialism. Its what has made us the best in all history."
,496,"Mar 1, 2016",speak_the_truth,"@jsmith110 @bizdoc @RepubsBuiltThat  No, they are all failing."
,497,"Mar 1, 2016",smartthink,@speak_the_truth @jsmith110 @bizdoc @RepubsBuiltThat They can't even hold their currency stable and the lack of stability harms the world market. 
,498,"Mar 1, 2016",shellackobama,"And have 1/10th the population of the US.
And massive high taxes."
,499,"Mar 1, 2016",shellackobama,We will. Doofus candidates like Bernie will go away. They always do.
,500,"Mar 1, 2016",shellackobama,We are law abiding. Unlike you.
,501,"Mar 1, 2016",montanabelle,"@RepubsBuiltThat  Why not just look at countries such as Venezuela and Greece, just to name two.  Wouldn't that be enough proof for you?"
,502,"Mar 1, 2016",susan1,@RepubsBuiltThat That would be Bill and Hillary's way to deal with him along with most Dems...
,503,"Mar 1, 2016",murraybob1,"It's in some people's nature to be lazy slobs, and leaches.  Others are born to work, care and provide.  Both are true. Man's nature fickle."
,504,"Mar 1, 2016",RepubsBuiltThat,@murraybob1  I thought only liberals were lazy slobs and leeches?
,505,"Mar 1, 2016",murraybob1,"@RepubsBuiltThat @murraybob1  Like I say, man's ""nature"" is fickle."
,506,"Mar 1, 2016",murraybob1,"@RepubsBuiltThat @murraybob1  There are a few filthy rich, working dems out there.  Let's be honest."
,507,"Mar 1, 2016",shellackobama,Socialism is incompatible with our constitution.
,508,"Mar 1, 2016",jsmith110,@shellackobama  How so?
,509,"Mar 1, 2016",bizdoc,"@jsmith110 @shellackobama Look up the definition of Socialism. It leads to: loss of property rights, govt owning businesses, raising taxes, govt sets your wages, and it leads to fascism. All anti-American ideals."
,510,"Mar 1, 2016",Brentski,"Uh nice try Jeanne....but Bernie is gonna meet the Clinton machine today. Bernie really hasn't done much even though you and Chris Matthews (with his bromance) would like to think otherwise.  The fact is IF Hillary had not had the Republican attacks and her own email server mistakes, this would have been over long long time ago!!!"
,511,"Mar 1, 2016",bizdoc,"What this professor neglected to mention is this: 1) Socialism has NEVER generated the per capital wealth that capitalism has in 100 years, and 2) today's youth are sorely lacking in any education concerning history OR economics. This is not a good movement, it is a failure of proper education. Our system was not designed to accommodate Socialism. Shame on this leftist professor."
,512,"Mar 1, 2016",shellackobama,"Capitalism is a natural part of human nature.
Socialism is not. Socialism breeds laziness and poverty."
,513,"Mar 1, 2016",RepubsBuiltThat,@shellackobama  capitalism also breeds laziness and poverty. Example A is America
,514,"Mar 1, 2016",shellackobama,"Sorry, that would be the welfare and subsidies that you liberals hand out to keep people poor and dependent."
,515,"Mar 1, 2016",RepubsBuiltThat,@shellackobama  so then America is not a capitalist country?
,516,"Mar 1, 2016",FluffyBunniesAndRainbows,@RepubsBuiltThat @shellackobama No it is not.
,517,"Mar 1, 2016",JonathanPi,@RepubsBuiltThat @shellackobama Not for much longer.
,518,"Mar 1, 2016",montanabelle,"@RepubsBuiltThat @shellackobama 11 states with more ppl on welfare than working we are rapidly becoming one of poverty and laziness, and I haven't even touched on those who are now on disability without disabilities.  You can thank your president for increasing those roles. America was built on hard work and ingenuity.  That's why we have been the beacon of hope for so many all over the world. "
,519,"Mar 1, 2016",murraybob1,"Great, great thoughtful discussion.  Thank you thank you!"
,520,"Mar 1, 2016",smartthink,The presence of Capitalism does not eliminate compassion. It allows for it. 
,521,"Mar 1, 2016",JonathanPi,"Through an abundance of wealth, the good man will give an abundance."
,522,"Mar 1, 2016",shellackobama,Democratic socialist is not a type of person. It is a dictatorship
,523,"Mar 1, 2016",StevenOsgood,"""Roosevelt implemented a series of programs that put millions of Americans back to work, took them out of dire poverty...""
Please notice ""back to work.""  This was not a handout as it is today.  Get a job people!  Stop expecting those with a job to take care of you."
,524,"Mar 1, 2016",shellackobama,Everything you need to know about socialism you can learn in one day in Venezuela
,525,"Mar 1, 2016",murraybob1,21 Million?  Try 21 Trillion
,526,"Mar 1, 2016",coastiemom,"@murraybob1  Yeah, that's it."
,527,"Mar 1, 2016",coastiemom,The government ALWAYS runs out of other people's money to spend.
,528,"Mar 1, 2016",coastiemom,"$21 trillion dollars national debt and millennials want more.  SMH
They truly want to destroy America and don't look beyond the nose on their face."
,529,"Mar 1, 2016",shellackobama,"It is vastly ignorant to think taxes police fire and emt services are somehow socialist. Anyone who thinks so, needs to go back to elementary school"
,530,"Mar 1, 2016",RepubsBuiltThat,*  think
,531,"Mar 3, 2016",prydain12345,@shellackobama But they are socialist programs.  Everybody pays for them so that everybody can benefit from them.
,532,"Mar 1, 2016",RepubsBuiltThat,"Down with ALL FORMS of socialism! No more police! no more fire dept! no more snowplowing, no more EMTs, no more taxes!"
,533,"Mar 1, 2016",smartthink,@RepubsBuiltThat and no more free education. You've abused yours
,534,"Mar 1, 2016",FluffyBunniesAndRainbows,"@RepubsBuiltThat ""Police""  Fee for service, not socialism.  ""Fire Dept."" Fee for service, not socialism.  ""Snowplowing"" Fee for service, not socialism.  EMT's are privately owned and operated health provider companies (you must have been confused).
Taking my money as taxes to give to someone else who will not work for themselves who provides no service to me at all is...  Socialism."
,535,"Mar 1, 2016",fredkelly,"Folks who hold up the EU as a shining example of socialism leave out one troublesome fact: European socialist countries can only exist because the US is not a socialist country.
Since the Cold War, Europe has depended on the US military umbrella. This meant that European countries were able to allocate much of their GDP from defense to social programs.
Also, a socialist country can sustain itself if it has access to a foreign free market to sell its goods and services (again, the US). And when that market is gone, we only have to look to the USSR, Cuba and Venezuela to see the results."
,536,"Mar 1, 2016",speak_the_truth,@fredkelly  Good point. Let the US stop giving money to ALL countries it currently subsidizes and see how they do...
,537,"Mar 1, 2016",BrotherJJ,"Soviet Union, China, Cuba, North Korea, Vietnam, Venezuela, Hungary, Poland, Bulgaria, Romania, on and on, failure after failure...   Why do we need to go down this road too?  Do our Socialists think they are really smarter than those Socialists?  Guess that's why they call it hubris!!"
,538,"Mar 1, 2016",RepubsBuiltThat,@BrotherJJ  militant socialism.
,539,"Mar 1, 2016",BrotherJJ,"@RepubsBuiltThat @BrotherJJ If you're saying that a military imposed those socialist systems, you are correct.  We, on the other hand, will vote to have it imposed on us.  The results will be the same."
,540,"Mar 1, 2016",RepubsBuiltThat,@BrotherJJ @RepubsBuiltThat  NO.
,541,"Mar 1, 2016",ronbuss,@RepubsBuiltThat @BrotherJJ Getting into a yelling match will solve nothing.
,542,"Mar 1, 2016",ronbuss,@BrotherJJ Capitalism can't survive without government socialism.
,543,"Mar 1, 2016",smartthink,@ronbuss @BrotherJJ it survives despite socialism not because of it
,544,"Mar 1, 2016",ronbuss,"For decades the Capitalists have been saying that there is no better economic system than Free-Market Capitalism. Then in 2008 it collapsed and will never recover to what it was before. It had to be bailed out by socialist programs like quantitative easing, more subsidies, government loans, and tax breaks to the rich.
Now Bernie is saying ""Enough is enough"", and ""they can't have it all. There is nothing radical about this, but the older Americans can't see the trees for the forest fire."
,545,"Mar 1, 2016",smartthink,@ronbuss It collapses only when the free ride can no longer be sustained by the working few. You can't have half a free market. 
,546,"Mar 1, 2016",ronbuss,"@smartthink @ronbuss All theory, a purely capitalist country without state control would lead to anarchy."
,547,"Mar 1, 2016",smartthink,@ronbuss @smartthink That is just stupid
,548,"Mar 1, 2016",coastiemom,"@ronbuss @smartthink A country bottom heavy with takers will eventually collapse.  There are not enough rich to pick up the tab.  The middle class and even those in poverty will have to give up and pay more and more for EVERYTHING.
Capitalism is not perfect but it is the absolute best model.  That is why America has always been the wealthiest nation.  Even the poor live like kings and queens compared to the poor in third world countries."
,549,"Mar 2, 2016",ronbuss,@coastiemom @ronbuss @smartthink You are treating Capitalism like it is a religion?
,550,"Mar 1, 2016",GaryDaniel,"Ronbus,
Do you realize that the Dodd-Frank Act artificially bubbled the housing market. Having people with $10.00/hr jobs draw huge loans so ""everybody should be able to own their own house"" is not Capitalism. That was a Democratic social feel good program that was wholly unsustainable. Ya see, if people can't afford payments for a loan on a house, the banks decline the loan application. That is common sense and free economic principles. The Government got their hands into the mix by the Democrats and that is what caused t the housing market collapse. Then the dominoes started to fall."
,551,"Mar 1, 2016",TMiles13,@ronbuss I had no idea that quantitative easing was a socialist program.......
,552,"Mar 1, 2016",FluffyBunniesAndRainbows,"@ronbuss The problem most progressives have with capitalism is all the socialism the progressives have built into the system.  Then they blame ""Capitalism"" for the failings.

I say the government should take all of your money and throw you into somewhere you can be watched.  Then they should tell you, you have to work doing some particular thing or another for free but don't worry they will provide your lodging and food for free...  By the way, they don't really have enough money after blowing it all on themselves to give you anything more than a room 6' X '6 and bread and water to call sustenance...  There's the end result of socialism once you have destroyed capitalism as the world economic engine for the growth of wealth.  There's the end goal of the NWO and One World Gov the UN advocates.  There is your paradise.  Out here in reality we call it prison. "
,553,"Mar 1, 2016",logicmen,Free stuff ! Until they get a job.
,554,"Mar 1, 2016",wkathy7,"The government is so deeply in debt now, I don't know that we will ever recover. Let's borrow more money, so that we can pay more interest, and give away more than we have. That's not helping anyone, that is being an enabler. When the sugar daddy is gone, what will do? "
,555,"Mar 1, 2016",coastiemom,"@wkathy7  Unfortunately, the takers do not care.  They do not see past the nose on their face."
,556,"Mar 1, 2016",1ofakind,"We would take home way less of our earned dollar and sacrifice freedom and liberty.  This is clear, proven and true.  What American would choose that?  Only one who has not thought it through or perhaps has always wanted to just be taken care of....no ambition."
,557,"Mar 1, 2016",TMiles13,"Unless the government quits providing financial incentives for babies to be born out of wedlock- - the notion of equity is ludicrous.  The government cannot create an environment that generates disadvantaged youth at the same time it injects itself into the equation again to FIX the inequality that it created in the first place.

Reminds me of the old lady who swallowed the fly..... She should have just spit the fly out instead of eating that dang spider......."
,558,"Mar 1, 2016",Brannon Nelson,"@TMiles13 So, what do you recommend, then, for children born to single mothers? The mothers shouldn't get help for their children?"
,559,"Mar 1, 2016",TMiles13,"@Brannon Nelson @TMiles13 if you cannot afford to raise your child financially or emotionally- -there are plenty of capable parents who will adopt.

A woman can do whatever she wants with her reproductive system, but her decisions should not create a financial burden for the rest of us"
,560,"Mar 1, 2016",smartthink,"@Brannon Nelson @TMiles13 Perhaps if the answer to that were no, fewer would have children out of wedlock or at least without someone to help support the child. The incentive now is to continue to have more children and carry on a life of dependency "
,561,"Mar 1, 2016",TMiles13,"@smartthink @Brannon Nelson @TMiles13

EXACTLY- - our system promotes irresponsible breeding.  If a woman had to rely on her family, herself, or her mate to support her and her child....LIKE IN THE OLD DAYS..... we would find women making better decisions.

With the government lined up to be financial support- - a child actually becomes an ATM.

Take away that support and we have fewer children born out of wedlock, spawned by no account Fathers.  Then we have fewer children of the trailor park and of the inner city who fall prey to their environment, and fewer people that we then have to provide social justice.

The government has altered a genetic trait that has existed in all species on earth since the beginning of time which is that the female chooses her mate, and one of her criteria in choosing her mate is the protection and support of the potential father."
,562,"Mar 1, 2016",fjdrusch,@Brannon Nelson @TMiles13 What happened to that free birth control under ObamaCare??
,563,"Mar 1, 2016",Brannon Nelson,"Both pure socialism, and pure capitalism, are terrible. Pure socialism encourages people to be lazy. Pure capitalism encourages people to be greedy. A social safety net is part of what makes America great, as is the ability to do what you want and become rich if you work hard, and get good breaks. Millennials look at places like Denmark, Sweden, etc, and see a higher quality of life, albeit with high taxes, and think certain things look better than here."
,564,"Mar 1, 2016",ejruff,@Brannon Nelson  Socialism actually does nothing to discourage greed.  Even in a socialist society some people manage to rig the system to make themselves more equal than others.
,565,"Mar 1, 2016",Roadrunner59,"If not for World War II, not sure the depression would have ever been over? The country was back in a deep recession at the end of 1937/38 mainly caused by the Gov't increasing interest rates and raising taxes."
,566,"Mar 1, 2016",Brannon Nelson,"@Roadrunner59 However, also history shows that lower taxes on the super-rich (those who bring home more than $1,000,0000 / year) causes boom-and-bust economies, which is bad for the middle class"
,567,"Mar 1, 2016",JonathanPi,"The only problem I have with socialism is the idea that other people know how to use my money better than I do.  If I wanted to share my hard earned money with others, I would do so myself.  I would determine which people I would give it to and make sure they are people that truly need the help."
,568,"Mar 1, 2016",TMiles13,@JonathanPi exactly.... liberals use other people's money to support their personal ideals and use the government as their system of theft to obtain the money of others.   Democracy provides them with the lever they need to gang up on the producers of the economy
,569,"Mar 2, 2016",LtRecore,Sanders mainly wants people to pay the taxes that were paid in the fifties and sixties. Americas most prosperous period.
,570,"Mar 1, 2016",Mercutio100,"FDR also extended the great depression, and caused the constitution to be amended to stop him from being a dictator. Clearly a great solution."
,571,"Mar 1, 2016",Brannon Nelson,"@Mercutio100 ""stop him from being a dictator""? How so? He died before the term limits was implemented. And, since we were in the middle of the worst war in the history of wars, maybe having a continuation of the presidency, if that is what the Americans VOTED FOR, was a good thing?"
,572,"Mar 1, 2016",NancyCalifornia,"@Brannon Nelson @Mercutio100 Contrary to what the 
pC text books say, FDR's policies did not help the common  citizen.  WWII helped more.  "
